customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,Churn_Binary,tenure_group,avg_monthly_charge,num_services,has_premium_support,charge_per_service,is_new_month_to_month,is_long_term_customer,Partner_enc,Dependents_enc,PhoneService_enc,PaperlessBilling_enc,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,gender_enc
3884-DLTPY,Male,0,No,No,4,Yes,Yes,75.53,290.21,Yes,1,0-12,72.55,6,0,12.59,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1
7296-ULPPV,Female,1,No,Yes,58,Yes,Yes,78.8,4560.35,Yes,1,49-60,78.63,6,0,13.13,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
5509-KBWLU,Male,0,Yes,Yes,10,Yes,Yes,27.58,256.86,No,0,0-12,25.69,1,0,27.58,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
7102-AQMGG,Male,1,Yes,No,7,Yes,No,115.05,845.92,Yes,1,0-12,120.85,8,0,14.38,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
6740-CPWCA,Male,0,No,No,2,Yes,Yes,90.13,188.02,No,0,0-12,94.01,4,0,22.53,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
1545-SWZAM,Female,1,No,No,50,Yes,Yes,71.79,3551.24,No,0,49-60,71.02,3,0,23.93,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
1433-JIPXU,Female,0,No,Yes,5,Yes,No,72.06,406.27,Yes,1,0-12,81.25,3,0,24.02,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1572-GHGJP,Female,0,Yes,Yes,30,Yes,Yes,84.58,2601.01,Yes,1,25-48,86.7,5,0,16.92,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
7655-YSHEJ,Male,1,Yes,No,5,Yes,Yes,73.17,370.75,Yes,1,0-12,74.15,4,0,18.29,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
8196-ZKEAC,Male,1,Yes,Yes,66,Yes,No,78.05,5150.32,No,0,61-72,78.04,5,0,15.61,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1
6731-PQALE,Female,0,Yes,No,33,Yes,Yes,87.64,2943.18,No,0,25-48,89.19,4,0,21.91,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
4028-QHRHN,Male,0,Yes,Yes,38,Yes,No,27.83,1145.65,No,0,25-48,30.15,1,0,27.83,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
5131-JDOZQ,Female,0,No,Yes,1,Yes,Yes,85.12,64.17,No,0,0-12,64.17,4,0,21.28,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
7711-UAUGR,Female,0,Yes,No,2,Yes,Yes,118.75,239.87,Yes,1,0-12,119.94,7,1,16.96,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
9853-XKVQD,Male,1,No,Yes,33,Yes,Yes,72.41,2396.0,Yes,1,25-48,72.61,3,0,24.14,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1
3158-YXXJI,Female,0,No,No,50,Yes,Yes,111.54,5568.36,Yes,1,49-60,111.37,6,0,18.59,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
8253-AXPQL,Female,0,No,No,6,Yes,No,22.91,144.62,Yes,1,0-12,24.1,2,0,11.46,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
9812-TBNWB,Male,0,No,Yes,4,Yes,Yes,110.69,599.76,Yes,1,0-12,149.94,5,1,22.14,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1
7631-GNWMA,Male,0,Yes,No,5,Yes,Yes,80.38,384.91,Yes,1,0-12,76.98,4,0,20.1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1
1186-TYHYL,Male,0,No,No,42,Yes,No,65.43,2804.02,No,0,25-48,66.76,4,0,16.36,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1
1528-NZGYQ,Female,0,Yes,No,29,Yes,Yes,96.52,2759.0,No,0,25-48,95.14,6,0,16.09,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
4564-SKCWJ,Male,1,Yes,Yes,13,Yes,Yes,92.22,1178.8,Yes,1,13-24,90.68,5,0,18.44,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1
6091-TCSJO,Male,0,No,No,56,Yes,Yes,118.75,6495.37,No,0,49-60,115.99,7,0,16.96,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1
5113-UECKD,Female,0,Yes,No,2,Yes,No,89.76,178.38,Yes,1,0-12,89.19,4,0,22.44,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
3184-RVSIV,Male,0,Yes,Yes,54,Yes,No,95.22,5075.32,No,0,49-60,93.99,5,0,19.04,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
4654-ETNJR,Male,0,No,Yes,8,Yes,Yes,25.92,219.35,Yes,1,0-12,27.42,2,0,12.96,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1
7522-FDNBQ,Female,1,Yes,Yes,12,Yes,Yes,94.61,1117.78,No,0,0-12,93.15,4,0,23.65,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
4957-FPJKF,Male,0,Yes,Yes,14,Yes,Yes,22.1,228.83,No,0,13-24,16.35,1,0,22.1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
7084-XQGVD,Male,0,Yes,Yes,57,Yes,No,82.28,4684.16,Yes,1,49-60,82.18,6,0,13.71,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1
3607-AWBOE,Male,0,Yes,No,6,Yes,No,112.7,660.74,Yes,1,0-12,110.12,7,0,16.1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1
2909-PUAEH,Male,0,No,No,1,Yes,No,73.57,176.83,Yes,1,0-12,176.83,4,0,18.39,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1
9491-BEKIB,Male,0,No,No,35,Yes,Yes,81.1,2850.04,No,0,25-48,81.43,3,0,27.03,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1
5861-PERBT,Female,0,Yes,Yes,23,Yes,Yes,77.86,1725.54,No,0,13-24,75.02,6,0,12.98,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
3332-FFWNR,Female,0,No,Yes,39,Yes,Yes,21.34,849.83,Yes,1,25-48,21.79,2,0,10.67,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2835-BALIT,Male,0,No,No,26,Yes,Yes,78.16,2054.67,No,0,25-48,79.03,5,0,15.63,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1
8094-ILJRQ,Female,1,No,No,8,No,Yes,74.23,572.58,No,0,0-12,71.57,4,0,18.56,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
6859-BIZIE,Female,0,No,No,10,Yes,Yes,27.18,259.64,No,0,0-12,25.96,2,0,13.59,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
2796-AUAPK,Female,1,No,Yes,8,Yes,Yes,106.47,886.46,Yes,1,0-12,110.81,5,0,21.29,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
1852-WTVYX,Female,0,No,Yes,7,Yes,No,23.21,110.78,Yes,1,0-12,15.83,1,0,23.21,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
7305-NSLEK,Female,0,No,No,47,Yes,Yes,29.32,1468.51,No,0,25-48,31.24,1,0,29.32,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
5201-BWXKM,Female,1,Yes,No,7,Yes,No,67.32,525.64,No,0,0-12,75.09,5,0,13.46,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
8567-LRNHU,Male,0,Yes,Yes,51,Yes,Yes,21.62,1124.65,No,0,49-60,22.05,1,0,21.62,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
2734-FRSYS,Female,0,Yes,No,6,Yes,Yes,60.22,300.65,No,0,0-12,50.11,5,0,12.04,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
1222-WKAPE,Male,0,No,Yes,18,Yes,Yes,27.84,564.07,No,0,13-24,31.34,2,0,13.92,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
4743-MBWNZ,Male,0,Yes,No,45,Yes,No,97.82,4342.87,No,0,25-48,96.51,5,0,19.56,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1
5183-PVFXE,Female,0,No,No,55,Yes,Yes,20.87,1158.41,No,0,49-60,21.06,1,0,20.87,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
9962-QNFOO,Male,0,Yes,No,66,Yes,No,88.44,5826.45,No,0,61-72,88.28,4,0,22.11,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1
9852-VMKKJ,Male,0,No,No,44,Yes,Yes,88.78,3939.95,No,0,25-48,89.54,5,0,17.76,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1
1122-ATGKS,Male,0,Yes,No,7,Yes,No,20.83,131.59,No,0,0-12,18.8,2,0,10.42,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
6466-JTEMC,Male,0,Yes,No,26,No,Yes,67.8,1706.59,No,0,25-48,65.64,3,0,22.6,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1
5784-CYRGP,Female,0,Yes,No,19,Yes,No,80.33,1495.01,Yes,1,13-24,78.68,5,0,16.07,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0
4149-NENCD,Female,1,No,No,2,Yes,Yes,30.03,41.9,No,0,0-12,20.95,1,0,30.03,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
6255-NHBLY,Male,0,No,No,72,Yes,No,22.11,1646.76,No,0,61-72,22.87,2,0,11.06,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
7371-BYLOA,Male,1,Yes,Yes,1,Yes,Yes,86.75,88.42,No,0,0-12,88.42,3,0,28.92,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1
3790-UIECY,Male,0,No,No,9,Yes,Yes,84.13,700.87,No,0,0-12,77.87,3,0,28.04,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
8314-BYVJR,Male,0,No,No,28,Yes,No,78.96,2249.97,No,0,25-48,80.36,6,0,13.16,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
3321-GSFJJ,Female,0,No,No,12,Yes,No,97.9,1203.26,No,0,0-12,100.27,5,0,19.58,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
2352-VRWNE,Female,1,No,No,38,Yes,Yes,22.99,834.72,No,0,25-48,21.97,1,0,22.99,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
3515-JYGSD,Male,0,No,No,22,Yes,Yes,69.24,1479.5,Yes,1,13-24,67.25,5,0,13.85,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1
9602-QLIJF,Male,1,No,No,53,Yes,Yes,76.02,4015.28,No,0,49-60,75.76,7,0,10.86,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1
6397-WGTOU,Female,0,No,Yes,10,Yes,Yes,79.62,767.62,No,0,0-12,76.76,6,0,13.27,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0
7927-BAXEO,Female,0,No,No,67,Yes,Yes,60.74,4110.92,No,0,61-72,61.36,3,0,20.25,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
7777-NAARX,Male,0,No,Yes,29,Yes,Yes,118.75,3447.02,No,0,25-48,118.86,5,0,23.75,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1
4090-OYVOR,Male,1,Yes,No,5,Yes,No,69.07,294.81,Yes,1,0-12,58.96,5,0,13.81,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
9650-UKSIX,Male,0,Yes,No,27,Yes,Yes,67.77,1833.81,No,0,25-48,67.92,4,0,16.94,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1
1841-FIFPS,Female,1,No,No,2,Yes,Yes,92.93,189.16,Yes,1,0-12,94.58,5,0,18.59,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0
9013-NQPAS,Male,0,No,No,67,Yes,Yes,21.48,1390.81,No,0,61-72,20.76,1,0,21.48,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
1209-OZUNI,Male,0,No,Yes,3,Yes,No,85.75,234.63,No,0,0-12,78.21,5,0,17.15,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1
8534-WJCPQ,Female,0,No,No,8,Yes,Yes,78.83,646.73,Yes,1,0-12,80.84,3,0,26.28,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
9405-XFGZI,Female,0,No,Yes,8,Yes,Yes,28.19,289.46,No,0,0-12,36.18,2,0,14.1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
5125-HKOHK,Male,0,Yes,Yes,11,Yes,Yes,66.43,766.18,No,0,0-12,69.65,4,0,16.61,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1
4173-CUXMF,Male,0,No,No,34,No,No,18.25,582.46,No,0,25-48,17.13,0,0,18.25,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1
6786-NOPSB,Male,0,Yes,No,3,Yes,Yes,84.46,325.03,Yes,1,0-12,108.34,6,0,14.08,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
1894-CEZSR,Female,0,No,Yes,37,Yes,Yes,84.67,3109.77,No,0,25-48,84.05,3,0,28.22,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0
7288-AFUMN,Male,0,No,No,11,Yes,No,113.3,1274.88,No,0,0-12,115.9,8,1,14.16,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1
7751-BURKM,Female,0,Yes,Yes,24,Yes,Yes,18.25,498.5,No,0,13-24,20.77,1,0,18.25,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
1668-FGWCH,Female,0,No,No,54,Yes,Yes,85.93,4664.64,Yes,1,49-60,86.38,5,0,17.19,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
2185-HAHST,Female,0,No,Yes,37,Yes,Yes,64.48,2358.77,No,0,25-48,63.75,5,0,12.9,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
4414-SQXUF,Female,0,Yes,Yes,46,Yes,No,118.75,5477.73,Yes,1,25-48,119.08,7,0,16.96,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0
6297-UHOKI,Male,0,No,No,65,Yes,Yes,27.69,1815.96,No,0,61-72,27.94,1,0,27.69,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
2793-ATVQG,Male,0,No,No,5,Yes,No,103.69,464.28,Yes,1,0-12,92.86,6,1,17.28,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1
1169-QFOZA,Female,0,No,No,69,Yes,No,94.89,6530.5,No,0,61-72,94.64,4,0,23.72,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
6194-ZIVVM,Male,0,Yes,No,16,Yes,No,91.06,1492.77,No,0,13-24,93.3,8,1,11.38,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1
3761-RQMFT,Male,0,Yes,No,37,Yes,No,76.64,2813.05,No,0,25-48,76.03,6,0,12.77,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
2902-DBLDI,Male,0,No,No,57,Yes,No,27.11,1508.27,No,0,49-60,26.46,2,0,13.56,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
3175-LULOD,Male,0,Yes,No,10,Yes,No,86.26,766.3,Yes,1,0-12,76.63,4,0,21.56,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
2017-ZQAOA,Male,0,Yes,No,11,Yes,No,73.38,725.19,No,0,0-12,65.93,4,0,18.34,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
1694-JRQUE,Female,0,No,No,35,Yes,Yes,19.44,788.28,No,0,25-48,22.52,2,0,9.72,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
2724-NWSRC,Female,0,No,Yes,41,Yes,No,25.17,985.93,No,0,25-48,24.05,2,0,12.58,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
8901-ZPIRQ,Female,0,No,Yes,4,Yes,Yes,18.25,38.48,No,0,0-12,9.62,2,0,9.12,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
9360-CNSJV,Female,0,No,No,63,Yes,Yes,63.82,4076.84,No,0,61-72,64.71,3,0,21.27,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
1582-CUDKH,Male,1,Yes,No,7,Yes,Yes,106.61,697.27,No,0,0-12,99.61,6,0,17.77,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1
7192-AJZJP,Female,0,Yes,No,7,Yes,No,20.62,120.74,No,0,0-12,17.25,1,0,20.62,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
9891-PTYQV,Female,0,No,No,63,Yes,Yes,118.75,7527.89,No,0,61-72,119.49,9,1,13.19,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
5573-VQIOI,Male,0,Yes,No,18,Yes,Yes,65.57,1184.97,No,0,13-24,65.83,3,0,21.86,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1
4573-HMJQJ,Female,0,Yes,No,62,Yes,Yes,22.64,1335.68,No,0,61-72,21.54,1,0,22.64,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
5418-DKJYL,Male,0,No,No,48,Yes,Yes,55.77,2647.88,Yes,1,25-48,55.16,3,0,18.59,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
1193-ISEEJ,Male,0,Yes,Yes,8,Yes,No,101.72,861.23,No,0,0-12,107.65,7,1,14.53,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1
4210-MASFS,Male,0,No,No,29,No,No,21.65,611.67,No,0,25-48,21.09,0,0,21.65,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
6080-FMASH,Male,0,No,Yes,10,Yes,Yes,93.45,933.55,Yes,1,0-12,93.35,4,0,23.36,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
