customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Binary,num_services,Cluster,Segment
7471-JAYTB,Female,0,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24.29,259.74,No,0,1,0,Loyal Customers
1295-NYPAS,Female,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.69,606.54,No,0,1,0,Loyal Customers
4849-QJAAQ,Male,1,Yes,No,9,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,89.41,780.72,No,0,5,2,New Customers
6715-ICUDE,Female,1,No,Yes,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),81.35,432.1,No,0,1,2,New Customers
5070-SZQYQ,Female,0,No,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.25,839.79,No,0,1,0,Loyal Customers
8630-EBRZT,Female,0,Yes,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,28.8,1134.07,No,0,1,0,Loyal Customers
4088-MCIRE,Female,0,No,No,58,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),78.18,4507.6,Yes,1,1,1,High-Value Customers
5334-HMTXK,Male,0,No,Yes,61,No,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,No,Mailed check,62.08,3835.61,No,0,2,1,High-Value Customers
8443-SXTOR,Male,0,No,Yes,6,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),100.3,625.61,No,0,4,2,New Customers
3858-RSPCN,Male,0,No,No,52,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),97.91,5124.55,Yes,1,4,1,High-Value Customers
7397-FUVOZ,Male,0,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),118.75,8496.41,Yes,1,7,1,High-Value Customers
8719-MWYCZ,Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.03,18.8,No,0,1,0,Loyal Customers
1044-MYSGQ,Male,0,No,Yes,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,99.59,502.28,Yes,1,3,2,New Customers
2931-GXBZL,Male,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.16,799.99,No,0,1,0,Loyal Customers
1582-UBIGU,Male,0,No,Yes,7,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,86.14,619.48,No,0,3,2,New Customers
4569-RBSSH,Male,0,Yes,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.86,263.09,No,0,1,0,Loyal Customers
8930-MREYG,Male,0,No,No,10,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),86.67,837.1,Yes,1,3,2,New Customers
6634-CBDYF,Female,0,No,Yes,55,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),84.11,4583.66,No,0,5,1,High-Value Customers
8915-PCLMG,Male,1,Yes,No,25,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.22,505.83,No,0,0,0,Loyal Customers
6436-WWNXY,Female,0,No,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.72,1535.09,No,0,1,0,Loyal Customers
1792-QUAPX,Male,1,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),65.07,1279.34,Yes,1,1,0,Loyal Customers
3413-WYQQN,Male,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.0,1063.78,Yes,1,1,0,Loyal Customers
4680-LNMVT,Female,0,Yes,Yes,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.25,77.01,No,0,0,0,Loyal Customers
4127-NFEJB,Male,0,Yes,No,12,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,98.15,1130.69,No,0,5,2,New Customers
8690-DIGFJ,Male,0,No,No,2,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.19,141.86,No,0,4,2,New Customers
7472-XEGMI,Female,1,No,No,56,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),90.21,5088.77,No,0,3,1,High-Value Customers
8199-FKOJQ,Female,0,No,Yes,21,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,77.12,1634.93,Yes,1,2,2,New Customers
8194-NLYZZ,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),70.56,1308.14,No,0,3,2,New Customers
1147-VXUTJ,Male,0,Yes,No,25,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),91.73,2241.85,No,0,6,2,New Customers
7533-PVJTU,Female,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,25.79,772.39,No,0,1,0,Loyal Customers
8503-EWFYB,Female,1,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.93,249.71,No,0,1,0,Loyal Customers
3012-PORKA,Female,0,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),118.55,4811.05,Yes,1,5,1,High-Value Customers
6558-NNJXU,Male,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),101.48,81.61,Yes,1,4,2,New Customers
2630-BEBSQ,Male,1,Yes,Yes,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),65.53,112.93,Yes,1,2,2,New Customers
5166-PVVLP,Male,1,Yes,Yes,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),91.62,1013.1,Yes,1,4,2,New Customers
6191-YTIXK,Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,100.32,430.59,No,0,3,2,New Customers
7818-ZVCFU,Female,0,No,Yes,11,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,112.38,1313.96,No,0,4,2,New Customers
2110-AGMDD,Male,0,No,No,9,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,101.33,890.25,Yes,1,4,2,New Customers
4049-POUZA,Male,0,No,Yes,40,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,No,Electronic check,73.66,3020.39,No,0,1,1,High-Value Customers
7193-EJISG,Male,0,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),109.19,2930.49,No,0,4,2,New Customers
9050-JVYNC,Male,1,No,No,44,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),73.86,3176.23,No,0,2,1,High-Value Customers
7311-LILHH,Male,0,Yes,No,11,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),78.91,878.09,No,0,5,2,New Customers
9905-HLSFQ,Male,1,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),77.04,5446.28,No,0,2,1,High-Value Customers
9058-VAKAP,Male,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,103.96,135.04,Yes,1,4,2,New Customers
3926-XEWIX,Female,0,Yes,No,1,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,72.73,38.18,Yes,1,3,2,New Customers
2796-GJZTV,Male,1,Yes,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Mailed check,92.64,5703.05,No,0,3,1,High-Value Customers
5975-UQRVZ,Female,0,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,28.08,759.0,No,0,1,0,Loyal Customers
6181-LQTZS,Male,0,No,Yes,3,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),86.58,343.27,No,0,4,2,New Customers
9590-TYTXE,Male,0,No,Yes,60,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),86.94,5231.3,No,0,3,1,High-Value Customers
9931-JUKLT,Male,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),25.06,269.63,No,0,1,0,Loyal Customers
5864-SCVKU,Male,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,27.24,1130.18,No,0,1,0,Loyal Customers
3569-PPDMQ,Male,0,Yes,No,60,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,111.66,6664.87,No,0,5,1,High-Value Customers
8524-XJQEX,Male,1,No,No,40,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,76.16,3067.47,Yes,1,2,1,High-Value Customers
8811-ZMJTS,Female,1,No,No,58,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),77.29,4504.11,No,0,4,1,High-Value Customers
2908-OQLJG,Male,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.65,950.98,Yes,1,1,0,Loyal Customers
4703-GHEJQ,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.26,40.97,No,0,1,0,Loyal Customers
4398-DULPN,Female,0,No,No,49,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,106.32,5176.75,Yes,1,6,1,High-Value Customers
5556-LTWXL,Male,0,Yes,No,42,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,84.93,3680.98,Yes,1,4,1,High-Value Customers
4067-CLZGV,Male,0,No,No,7,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),101.28,751.58,No,0,6,2,New Customers
7808-ROTCD,Male,0,No,Yes,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,76.95,730.18,Yes,1,2,2,New Customers
2761-TLFBM,Male,1,Yes,Yes,19,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),79.72,1453.0,No,0,5,2,New Customers
4587-EATUG,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),85.02,435.52,No,0,3,2,New Customers
5442-GKCYS,Female,0,Yes,No,62,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,90.62,5676.16,No,0,4,1,High-Value Customers
9108-HWNFI,Female,1,No,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.51,89.94,No,0,1,0,Loyal Customers
8302-USFQY,Female,0,Yes,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),28.5,1812.2,No,0,1,0,Loyal Customers
1438-ICCZG,Male,1,No,Yes,53,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),96.52,5101.55,No,0,3,1,High-Value Customers
2614-BZMUG,Male,1,Yes,No,21,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,69.42,1406.73,No,0,3,2,New Customers
6767-XRNFG,Male,0,No,No,30,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),87.69,2602.99,No,0,2,2,New Customers
6371-LBFLE,Male,0,No,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,91.82,937.62,No,0,3,2,New Customers
5984-HHCNE,Male,0,No,No,53,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,79.27,4176.97,No,0,2,1,High-Value Customers
6672-YXRUX,Male,1,No,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.63,316.73,No,0,1,0,Loyal Customers
7135-GNWRJ,Male,1,No,Yes,8,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),79.96,645.64,Yes,1,5,2,New Customers
2515-DJUOB,Male,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.36,526.93,No,0,1,0,Loyal Customers
9265-KKVJQ,Male,0,Yes,No,40,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,86.88,3470.03,No,0,3,1,High-Value Customers
9289-NPJXB,Female,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.46,520.17,No,0,2,2,New Customers
3486-ZMEKG,Male,0,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.18,239.45,No,0,1,0,Loyal Customers
5727-GKXCT,Female,0,Yes,No,9,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),93.13,895.6,Yes,1,4,2,New Customers
1703-LRYGB,Male,1,Yes,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,22.46,1447.3,No,0,1,0,Loyal Customers
7756-XOBNK,Female,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.68,613.65,No,0,1,0,Loyal Customers
5062-BIZBX,Male,0,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.62,831.33,No,0,4,2,New Customers
5657-PYFZH,Male,0,Yes,No,8,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,72.47,604.7,Yes,1,3,2,New Customers
4141-LPIUA,Male,0,Yes,No,16,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,79.76,1176.94,No,0,4,2,New Customers
6998-RNPTX,Male,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),26.07,256.23,No,0,1,0,Loyal Customers
2965-MOIZN,Female,1,Yes,No,51,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,56.84,2788.37,No,0,1,0,Loyal Customers
6333-FKQLU,Male,0,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,93.99,6012.77,No,0,3,1,High-Value Customers
2230-DIIVW,Male,0,No,No,62,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,88.37,5522.53,No,0,5,1,High-Value Customers
5247-NHNSS,Female,0,No,No,46,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),64.44,2947.55,No,0,2,1,High-Value Customers
9719-PIBRU,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,84.48,163.54,Yes,1,2,2,New Customers
5971-XIBQD,Female,0,Yes,No,48,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),85.2,4145.82,No,0,4,1,High-Value Customers
1756-SLPTJ,Female,1,No,No,9,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,105.13,868.07,No,0,4,2,New Customers
6499-OPSJN,Male,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.61,162.96,No,0,1,0,Loyal Customers
6319-DFCFL,Male,0,Yes,Yes,12,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,98.43,1144.14,Yes,1,6,2,New Customers
9437-XTOFJ,Male,0,Yes,No,57,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,76.54,4352.34,No,0,1,1,High-Value Customers
7895-XZKMN,Female,0,No,No,67,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),57.12,3819.82,No,0,2,1,High-Value Customers
1506-DBTFS,Male,0,Yes,Yes,44,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,75.95,3388.13,No,0,2,1,High-Value Customers
4377-UDIFL,Male,0,Yes,Yes,10,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Electronic check,91.76,843.25,Yes,1,3,2,New Customers
6057-ERZBC,Male,0,No,Yes,18,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,69.04,1262.58,No,0,3,2,New Customers
9568-QXSSE,Female,1,No,No,3,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,111.47,415.02,Yes,1,4,2,New Customers
5605-JVBAO,Female,0,No,Yes,22,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,113.45,2466.42,No,0,4,2,New Customers
9733-ZPLHZ,Female,0,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.83,1273.41,No,0,1,0,Loyal Customers
2648-DNKMX,Female,0,No,Yes,55,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),74.6,4054.7,No,0,2,1,High-Value Customers
3428-WFIAR,Female,1,Yes,Yes,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,28.55,1772.93,No,0,1,0,Loyal Customers
8725-XETDQ,Male,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),84.08,575.39,No,0,2,2,New Customers
7320-DCBSP,Female,1,Yes,Yes,54,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Electronic check,77.1,4152.8,No,0,3,1,High-Value Customers
2074-NUGPH,Female,0,Yes,No,12,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),80.21,960.08,No,0,3,2,New Customers
3348-KJMFK,Male,1,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.1,18.8,No,0,1,0,Loyal Customers
6600-KRDDW,Female,0,Yes,No,70,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,71.86,4956.32,No,0,4,1,High-Value Customers
5155-PTDZL,Female,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.72,220.93,No,0,1,0,Loyal Customers
9006-KKPEP,Male,0,No,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),26.32,294.16,No,0,1,0,Loyal Customers
9848-QBSAC,Male,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.6,133.85,No,0,1,0,Loyal Customers
3560-HAAUL,Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),91.58,156.07,Yes,1,3,2,New Customers
2798-LSTHE,Female,0,Yes,No,3,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,66.58,234.64,Yes,1,2,2,New Customers
9633-QZHCJ,Male,0,No,No,32,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,55.81,1764.4,No,0,2,0,Loyal Customers
3950-SSBPI,Female,0,No,No,53,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),64.72,3435.38,No,0,1,1,High-Value Customers
6533-KNSHF,Male,0,Yes,Yes,39,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,100.03,3883.51,Yes,1,3,1,High-Value Customers
7353-YLZEV,Female,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),78.05,891.22,Yes,1,2,2,New Customers
9892-HDRWC,Male,1,No,No,70,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),97.56,6864.52,No,0,3,1,High-Value Customers
6765-WANCE,Female,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),30.95,1576.45,No,0,1,0,Loyal Customers
5376-ICUFW,Male,0,No,No,27,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Electronic check,87.36,2423.86,No,0,4,2,New Customers
2590-NSMKT,Male,1,Yes,Yes,45,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),78.3,3544.1,No,0,4,1,High-Value Customers
1105-VRTKJ,Male,0,Yes,No,52,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),76.28,3907.55,No,0,1,1,High-Value Customers
6146-QYWBD,Male,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24.08,217.6,No,0,1,0,Loyal Customers
9518-KPBCK,Male,0,No,Yes,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),21.31,1171.56,No,0,1,0,Loyal Customers
7455-UXFFO,Female,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),28.26,539.18,No,0,1,0,Loyal Customers
5921-ALXEV,Female,0,Yes,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,28.59,1817.2,No,0,1,0,Loyal Customers
5024-NQSQC,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.6,1479.16,No,0,1,0,Loyal Customers
3657-VBSND,Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.64,140.49,No,0,1,0,Loyal Customers
2104-ZAAAQ,Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.07,777.88,No,0,1,0,Loyal Customers
9336-EUSFB,Female,0,No,Yes,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,81.14,1324.18,Yes,1,2,2,New Customers
5390-CCMVZ,Female,0,No,No,16,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),75.14,1178.5,Yes,1,4,2,New Customers
6649-HIPEN,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.6,65.63,No,0,1,0,Loyal Customers
7919-VBHGO,Female,1,Yes,Yes,7,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,106.64,699.7,Yes,1,4,2,New Customers
2667-YXIKL,Male,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),22.09,18.8,Yes,1,1,0,Loyal Customers
1383-XUIOJ,Female,0,Yes,No,3,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,80.33,289.16,Yes,1,4,2,New Customers
3053-HCVRY,Female,0,No,Yes,28,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),94.31,2669.87,No,0,3,2,New Customers
1059-QOQZK,Female,1,No,Yes,5,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),83.56,479.74,No,0,4,2,New Customers
2269-AMEDD,Male,0,No,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.92,693.06,Yes,1,1,0,Loyal Customers
3492-DMRHD,Female,0,No,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.65,312.14,No,0,1,0,Loyal Customers
6151-CTJKG,Male,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,73.67,981.04,Yes,1,2,2,New Customers
3545-DODRG,Female,0,Yes,No,52,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),79.41,4096.86,No,0,3,1,High-Value Customers
6088-NQTOW,Male,0,Yes,No,7,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,83.95,523.31,Yes,1,5,2,New Customers
3330-TIQMX,Female,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.25,76.39,No,0,1,0,Loyal Customers
3440-NEQAK,Female,0,No,No,7,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,84.39,564.36,Yes,1,3,2,New Customers
1089-IMIKD,Male,0,Yes,Yes,10,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.74,943.78,Yes,1,5,2,New Customers
7430-ULBBR,Male,0,No,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.25,1329.93,No,0,1,0,Loyal Customers
9359-WKMEB,Female,0,No,Yes,2,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),89.03,148.25,No,0,5,2,New Customers
7891-LMIIZ,Male,0,No,No,7,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),83.93,602.37,No,0,4,2,New Customers
